,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
2160,0460_w18_qp_22.pdf,(b),SUB,Fig. 6.1 shows predicted changes in crop yields between 2000 and 2100 as a result of global warming. Africa maize Key temperature Asia rice increase India wheat USA maize USA soya change in yield (%) Fig. 6.1,shows changes crop yields result warming temperature rice increase wheat maize soya change yield,210
2161,0460_w18_qp_22.pdf,(i),SUB,"If temperatures increase by 2 °C, Africa’s maize yields are predicted to drop by 25%. Plot this information on Fig. 6.1. [1]",temperatures °C yields information,126
2162,0460_w18_qp_22.pdf,(ii),SUB,"Using data from Fig. 6.1, state the effect of: – a 4 °C increase in temperature on maize yields in USA; – a 1 °C increase in temperature on soya bean yields in USA.",data state effect increase temperature maize yields increase temperature yields,166
2163,0460_w18_qp_22.pdf,(c),SUB,"Fig. 6.2 shows predicted changes in crop yields in temperate and tropical areas between 2000 and 2100 as a result of global warming. temperature temperate increase tropical change in yield (%) Fig. 6.2 Using information from Fig. 6.2 only, suggest how farmers might change their production of wheat, rice and maize because of global warming.",shows changes crop yields temperate areas result warming temperature increase change yield information farmers production wheat rice warming,343
2164,0460_w18_qp_22.pdf,(i),SUB, farmers in temperate areas ,farmers temperate areas,28
2165,0460_w18_qp_23.pdf,1,MAIN,"Study the map extract, which is for Mjølkeråen, Norway. The scale is 1:25 000. Fig. 1.shows some of the features in the northern part of the map extract.",map extract scale features part map extract,154
2166,0460_w18_qp_23.pdf,(a),SUB,Study Fig. 1.1 and the map extract and answer the questions below. Fig. 1.1 Identify the following features shown on Fig. 1.1:,map extract questions features,128
2167,0460_w18_qp_23.pdf,(b),SUB,Fig. 1.2 shows an incomplete cross section along northing 13 from the coast at 946130 to 980130. unmarked footpath west east height height,cross section coast footpath height height,140
2168,0460_w18_qp_23.pdf,(metres),SUB,Fig. 1.2,,11
2169,0460_w18_qp_23.pdf,(i),SUB,Complete the cross section on Fig. 1.2. [2],cross section,45
2170,0460_w18_qp_23.pdf,(ii),SUB,"On Fig. 1.2, using labelled arrows mark the positions of: – a power line (use label P); – an area of cultivation (use label C). [2]",arrows positions power line label area cultivation label,133
2171,0460_w18_qp_23.pdf,(c),SUB,Describe the distribution of the built-up areas north of northing 14.,distribution areas north,71
2172,0460_w18_qp_23.pdf,(d),SUB, State the six-figure grid reference of the boatshed on the coast road at Hylkje in the north east. (The boatshed is shown by a small black triangle.) ,six-figure reference coast road east triangle,151
2173,0460_w18_qp_23.pdf,(e),SUB,Complete the description of the relief and drainage of grid square 9711.,description relief drainage grid square,74
2174,0460_w18_qp_23.pdf,(f),SUB,"Fig. 1.3 shows the positions of two grid squares, 9613 and 9813 on the map extract. Fig. 1.3 The table below compares features of the two grid squares. Complete the table by putting a tick (3) in each box to indicate whether the feature appears in that grid square. Three examples have been completed. Feature 9613 9813 open area 3 3 land over 400 metres 3",positions squares map extract table features squares table tick box feature square examples Feature area land metres,358
2175,0460_w18_qp_23.pdf,2,MAIN,"(a) Study Fig. 2.1 (Insert), which is a photograph of a volcano in the Canary Islands.",photograph volcano,87
2176,0460_w18_qp_23.pdf,(i),SUB,Name the type of volcano shown in Fig. 2.1.,Name type volcano,45
2177,0460_w18_qp_23.pdf,(ii),SUB, State one piece of evidence for your answer to (a)(i). ,piece evidence answer,56
2178,0460_w18_qp_23.pdf,(iii),SUB,Give evidence from Fig. 2.1 to explain why it is important to give warnings when the volcano shown is likely to erupt.,evidence warnings volcano,120
2179,0460_w18_qp_23.pdf,(b),SUB,"Study Fig. 2.2 (Insert), which shows readings from instruments used to monitor volcanic activity.",readings instruments activity,99
2180,0460_w18_qp_23.pdf,(i),SUB,Circle the word or words below to indicate what is most likely to have caused the pattern of seismic activity shown. ash fall earthquake lava flow [1],word words pattern activity fall earthquake lava flow,152
2181,0460_w18_qp_23.pdf,(ii),SUB, Which gas had the highest reading? ,gas reading,36
2182,0460_w18_qp_23.pdf,(iii),SUB, The deformation reading measures how a slope of a volcano is changing shape. Explain why this can occur just before the volcano erupts. ,deformation measures slope volcano shape volcano erupts,137
2183,0460_w18_qp_23.pdf,3,MAIN,"Study Fig. 3.1 (Insert), which is a photograph of a rural settlement in Lesotho, southern Africa.",photograph settlement,98
2184,0460_w18_qp_23.pdf,(a),SUB,State how the following appear to have influenced the location of the settlement in Fig. 3.1: relief (height and slope) accessibility water supply.,appear location settlement relief slope accessibility water supply,149
2185,0460_w18_qp_23.pdf,(b),SUB,"Study Fig. 3.2, which shows the locations of settlements in the area. The only shop in settlement B is a general store. village Fig. 3.2",locations settlements area shop settlement store village,138
2186,0460_w18_qp_23.pdf,(i),SUB,To which settlement on Fig. 3.2 are people who live in settlement B most likely to travel to buy furniture? Circle your answer in the list below. A B C D E [1],settlement people settlement furniture answer list,161
2187,0460_w18_qp_23.pdf,(ii),SUB, Explain why you have chosen the settlement you have identified in (b)(i). ,settlement,75
2188,0460_w18_qp_23.pdf,4,MAIN,"Study Fig. 3.1 (Insert) again, which shows the farmland of settlement B.",farmland settlement,73
2189,0460_w18_qp_23.pdf,(a),SUB,Give evidence from Fig. 3.1 which shows that soil erosion has occurred in the area.,evidence soil erosion area,85
2190,0460_w18_qp_23.pdf,(b),SUB,Use evidence from Fig. 3.1 to describe ways in which the farmers are trying to reduce and prevent soil erosion in the area.,evidence ways farmers soil erosion area,125
2191,0460_w18_qp_23.pdf,(c),SUB,Fig. 4.1 gives information about the area. dry season from April to September wet season with heavy showers from October to March crops are planted in October crops are harvested April to July Fig. 4.1 Study Figs. 3.1 and 4.1 and suggest reasons why the people living in the area shown in Fig. 3.1 may be unable to prevent soil erosion. The photograph shown in Fig. 3.1 was taken in September. TURN PAGE FOR QUESTION 5,information area season wet season showers crops crops reasons people area soil erosion photograph,420
2192,0460_w18_qp_23.pdf,5,MAIN,"Study Fig. 5.1, which shows the mean monthly rainfall for Lagos, Nigeria, and Figs. 5.2 and 5.3, which show where rain falls in the Intertropical Convergence Zone (ITCZ) in June and December. rainfall rainfall",rainfall rain rainfall,210
2193,0460_w18_qp_23.pdf,(mm),SUB,J F M A M J J A S O N D Fig. 5.1 June December Tropic of Cancer Tropic of Cancer Lagos Lagos Tropic of Capricorn Tropic of Capricorn rain in the Intertropical,rain,161
2194,0460_w18_qp_23.pdf,0,MAIN,120Convergence Zone line of the heaviest rain Fig. 5.2 Fig. 5.3,line rain,64
2195,0460_w18_qp_23.pdf,(a),SUB,"Describe the variations in monthly rainfall over the year at Lagos, as shown on Fig. 5.1.",variations rainfall year,91
2196,0460_w18_qp_23.pdf,(Do not give a month by month account. There is no need to quote figures.),SUB, ,,1
2197,0460_w18_qp_23.pdf,(b),SUB,(i) Use Figs. 5.2 and 5.3 to explain the difference in rainfall amounts in Lagos in June and December.,difference rainfall amounts,104
2198,0460_w18_qp_23.pdf,(ii),SUB, State the number of times the line of heaviest rain passes over Lagos in a twelve month period from December to December. ,number times line rain passes month period,123
2199,0460_w18_qp_23.pdf,(c),SUB, Most of the rainfall in Lagos falls from cumulonimbus clouds. Describe two characteristics of cumulonimbus clouds that help to identify them. ,rainfall falls cumulonimbus clouds characteristics cumulonimbus clouds,143
2200,0460_w18_qp_23.pdf,6,MAIN,"Study Fig. 6.1, which shows electricity production from various sources between 1980 and 2013 for a country in Asia. Use Fig. 6.1 to answer all the questions that follow. electricity electricity production production",electricity production sources country questions electricity electricity production production,217
2201,0460_w18_qp_23.pdf,(TWh),SUB,fossil fuels hydroelectricity non-hydro renewable nuclear Fig. 6.1,fuels hydroelectricity,69
2202,0460_w18_qp_23.pdf,(a),SUB,(i) State the amount of hydroelectricity produced in the country in 1993.,amount hydroelectricity country,75
2203,0460_w18_qp_23.pdf,(ii),SUB,Compare the use of fossil fuels and nuclear as sources of electricity production in the country between 1980 and 2013.,use fuels sources electricity production country,120
2204,0460_w19_qp_21.pdf,1,MAIN,"Study the map extract for Hammarsjön, Sweden. The scale is 1:50 000.",map extract scale,69
2205,0460_w19_qp_21.pdf,(a),SUB,"Fig. 1.1 shows some features in the north of the map extract. Fig. 1.1 Using the map extract, identify the following features shown on Fig. 1.1:",features north map extract map extract features,146
2206,0460_w19_qp_21.pdf,(i),SUB, the type of land in area A ,type land area,28
2207,0460_w19_qp_21.pdf,(ii),SUB, the land use in area B ,land use area,24
2208,0460_w19_qp_21.pdf,(iii),SUB, the height above sea level of contour C ,height sea level contour,41
2209,0460_w19_qp_21.pdf,(iv),SUB, the height above sea level at triangulation point D ,height sea level triangulation point,53
2210,0460_w19_qp_21.pdf,(v),SUB, feature E ,feature,11
2211,0460_w19_qp_21.pdf,(vi),SUB, features F. ,features,13
2212,0460_w19_qp_21.pdf,(b),SUB,"Look at the two main rivers on the map extract: River 1 the Vramsån river River 2 the Helge å river. Using the following headings, compare the features of the two rivers.",Look rivers map extract river river headings features rivers,172
2213,0460_w19_qp_21.pdf,(i),SUB, width ,width,7
2214,0460_w19_qp_21.pdf,(ii),SUB, shape of the river ,shape river,20
2215,0460_w19_qp_21.pdf,(iii),SUB, direction of flow ,direction flow,19
2216,0460_w19_qp_21.pdf,(c),SUB,"Fig. 1.2 shows three areas of the map extract, P, Q and R. Solvik Gringelstad Ripa Fig. 1.2 For each of the three areas, identify the settlement pattern. area settlement pattern",shows areas map extract areas settlement pattern area settlement pattern,179
2217,0460_w19_qp_21.pdf,(d),SUB,Fig. 1.3 is a cross section along northing 99 from 430990 to 480990. metres above metres above sea level sea level Fig. 1.3 Identify the types of land use at X and Y on Fig. 1.3. land use,section metres metres sea level sea level types land use land use,189
2218,0460_w19_qp_21.pdf,(e),SUB, Look at the junction of the public roads near Hovby in the north east of the map extract and the junction of the public roads in Ripa in the south east of the map extract. ,Look junction roads east map extract junction roads east map extract,173
2219,0460_w19_qp_21.pdf,(i),SUB, Measure the distance along the road between these two junctions. Give your answer in metres. ,Measure distance road junctions answer metres,94
2220,0460_w19_qp_21.pdf,(ii),SUB, Give the compass direction from the road junction near Hovby to the road junction in Ripa. ,compass direction road junction road junction,92
2221,0460_w19_qp_21.pdf,(iii),SUB, Measure the bearing from the road junction near Hovby to the road junction in Ripa. ,Measure bearing road junction road junction,85
2222,0460_w19_qp_21.pdf,(iv),SUB, What is the six-figure grid reference of the road junction near Hovby? ,reference road junction,72
2223,0460_w19_qp_21.pdf,2,MAIN,"Study Figs. 2.1, 2.and 2.3, which show the population structures of Japan, USA and Mozambique in 2016. Answer the questions on the opposite page. 6.0 5.0 4.0 3.0 2.0 1.0 0 0 1.0 2.0 3.0 4.0 5.0 6.0 population (in millions) age population (in millions) Fig. 2.1 15.0 12.0 9.0 6.0 3.0 0 0 3.0 6.0 9.0 12.0 15.0 population (in millions) age population (in millions) Fig. 2.Mozambique 7.0 6.0 5.0 4.0 3.0 2.0 1.0 0 0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 population (in millions) age population (in millions) Fig. 2.3",population structures questions page population millions age population millions population millions age population millions population millions age population millions,504
2224,0460_w19_qp_21.pdf,(a),SUB, What was the population of: ,population,29
2225,0460_w19_qp_21.pdf,(i),SUB,females aged 70–74 in USA,females,27
2226,0460_w19_qp_21.pdf,(ii),SUB,males aged 35–39 in Mozambique?,males,33
2227,0460_w19_qp_21.pdf,(b),SUB, Which of the three countries had: ,countries,35
2228,0460_w19_qp_21.pdf,(i),SUB, the lowest birth rate ,birth rate,23
2229,0460_w19_qp_21.pdf,(ii),SUB, the highest death rate ,death rate,24
2230,0460_w19_qp_21.pdf,(iii),SUB, a steady birth rate and low death rate ,birth rate death rate,40
2231,0460_w19_qp_21.pdf,(iv),SUB, the largest total population ,population,30
2232,0460_w19_qp_21.pdf,(v),SUB, the highest percentage of old dependents ,percentage dependents,42
2233,0460_w19_qp_21.pdf,(vi),SUB, the highest percentage of young dependents? ,percentage dependents,45
2234,0460_w19_qp_21.pdf,3,MAIN,"Figs. 3.1 and 3.2 (Insert) are photographs which show two residential areas of Windhoek, the capital city of Namibia.",areas capital city,118
2235,0460_w19_qp_21.pdf,(a),SUB,Describe the housing shown in Fig. 3.1.,housing,41
